Brand,Type,Reg_date,Coe_left,Dep,Mileage,Road Tax,Dereg Value,COE,Engine Cap,Curb Weight,Manufactured,Transmission,OMV,ARF,Power,No. of Owners,Price
Kia,Sports Car,26-Feb-2010,5yrs  COE left),6160,103000,738,N.A,N.A,1591,1232,2009,Auto,15754,15754,92,5,30800
Land,Truck,27-Mar-2003,3yrs 8days COE left),12570,N.A,N.A,12157,20115,2495,1690,2002,Manual,41677,2084,6,N.A,38000
Honda,Stationwagon,11-Jan-2018,7yrs 9mths 23days COE left),N.A,N.A,682,N.A,41400,1496,1130,2017,Auto,18364,8364,97,1,N.A
BMW,Luxury Sedan,26-Dec-2018,8yrs 9mths 7days COE left),N.A,N.A,684,N.A,31001,1499,1425,2018,Auto,33544,38962,100,1,N.A
Renault,Sports Car,17-Feb-2011,10mths 29days COE left),N.A,N.A,1210,N.A,58910,1998,1387,2010,Manual,28276,28276,184,6,N.A
Honda,MPV,10-Feb-2007,6yrs 10mths 22days COE left),6200,138000,1271,35940,52077,1799,1350,2006,Auto,17280,19008,103,2,42800
BMW,Luxury Sedan,26-Feb-2010,NA,N.A,N.A,2362,N.A,N.A,2979,1895,2010,Auto,87201,87201,240,4,N.A
Maserati,Sports Car,02-May-2008,8yrs 1mth 13days COE left),16610,116210,5198,31457,38712,4244,1880,2008,Auto,109210,109210,298,5,135000
Mazda,Sports Car,08-Aug-2007,7yrs 4mths 20days COE left),7150,131000,1576,37677,50972,1999,1151,2007,Auto,30136,33150,118,3,52888
Toyota,Mid-Sized Sedan,09-Feb-2010,5yrs  COE left),N.A,N.A,742,N.A,N.A,1598,N.A,2010,Auto,16716,16716,80,2,N.A
Mazda,Luxury Sedan,28-Mar-2007,7yrs 9days COE left),5520,N.A,1576,35381,50347,1999,1409,2007,Auto,18309,20140,110,4,38777
Maserati,SUV,18-Dec-2019,9yrs 8mths 29days COE left),33600,6699,2362,121950,38889,2979,2109,2018,Auto,77785,112013,257,1,383800
Mercedes-Benz,Luxury Sedan,15-Sep-2010,10yrs  COE left),7980,150000,974,N.A,N.A,1796,1650,2010,Auto,55808,55808,150,2,79800
Honda,SUV,30-Nov-2018,8yrs 8mths 11days COE left),N.A,N.A,N.A,N.A,30959,1496,1280,2018,Auto,26021,18430,112,1,N.A
Honda,SUV,29-Mar-2019,9yrs 10days COE left),8030,21007,682,34596,26659,1496,1190,2019,Auto,22871,14020,96,1,79500
Toyota,MPV,13-May-2019,9yrs 1mth 24days COE left),14140,17000,1638,70993,41000,2362,1730,2018,Auto,37574,44604,125,1,151800
Audi,Sports Car,17-Apr-2008,7yrs 5mths 13days COE left),23320,N.A,5047,38013,50972,4163,1565,2008,Auto,141966,141966,309,6,173888
Volkswagen,Hatchback,29-Aug-2019,9yrs 5mths 10days COE left),N.A,N.A,624,N.A,32725,1395,1270,2019,Auto,19702,19702,92,1,N.A
Toyota,SUV,23-Apr-2018,8yrs 1mth 4days COE left),8820,43000,N.A,38752,38000,1797,1440,2017,Auto,27587,10622,90,1,76800
Nissan,Hatchback,02-Oct-2008,3yrs 6mths 13days COE left),N.A,N.A,742,N.A,15142,1386,970,2007,Auto,14051,12346,72,4,N.A
BMW,Hatchback,30-Mar-2011,1yr 11days COE left),N.A,N.A,1208,N.A,62001,1995,1320,2010,Auto,32093,32093,115,4,N.A
BMW,Sports Car,12-Nov-2014,4yrs 7mths 24days COE left),24960,60000,2362,114202,72003,2979,1537,2014,Auto,79592,115266,317,4,173800
Honda,Mid-Sized Sedan,23-Dec-2009,4yrs 9mths 4days COE left),6860,100000,649,15243,15988,1339,1290,2008,Auto,33922,20354,70,3,32688
Land,SUV,05-Sep-2013,3yrs 5mths 17days COE left),13920,85196,2196,58252,77100,2179,1845,2013,Auto,40364,48510,140,3,72500
Honda,Mid-Sized Sedan,15-Oct-2008,8yrs 6mths 12days COE left),N.A,N.A,1174,N.A,33377,1799,1219,2008,Auto,22644,22644,103,1,N.A
Toyota,Hatchback,23-Jan-2009,3yrs 10mths 4days COE left),5690,N.A,752,10027,13024,1497,1080,2008,Auto,13659,13659,80,4,21888
Mitsubishi,Mid-Sized Sedan,09-Mar-2010,5yrs  COE left),N.A,N.A,734,N.A,N.A,1584,1162,2009,Auto,13639,13639,79,2,N.A
Volvo,Luxury Sedan,22-May-2017,7yrs 2mths 3days COE left),N.A,N.A,684,N.A,51106,1498,1589,2017,Auto,26087,28522,90,1,N.A
Toyota,Truck,01-Nov-2010,7mths 13days COE left),N.A,N.A,N.A,N.A,30002,2982,2160,2010,Manual,24970,1249,2,N.A,N.A
Volkswagen,Mid-Sized Sedan,21-Jul-2010,4mths 2days COE left),N.A,N.A,620,N.A,29501,1390,1377,2010,Auto,21579,21579,118,2,N.A
Toyota,MPV,26-Apr-2018,8yrs 1mth 7days COE left),13270,60000,1638,59463,37605,2362,1750,2016,Auto,33301,38622,125,1,126888
Kia,Sports Car,23-Feb-2010,NA,N.A,N.A,738,N.A,17189,1591,1232,2009,Auto,15754,15754,92,3,N.A
Opel,Luxury Sedan,26-Aug-2019,9yrs 5mths 7days COE left),10300,8000,680,67344,40001,1490,1447,2018,Auto,33874,39424,121,1,117000
Renault,Mid-Sized Sedan,28-Feb-2017,6yrs 11mths 9days COE left),8690,43000,1148,37392,48401,1461,1320,2016,Auto,19300,5000,81,1,62900
Subaru,Sports Car,16-Jun-2017,7yrs 2mths 28days COE left),12920,34000,1210,57596,53001,1998,1305,2017,Manual,23988,25584,147,1,106410
Mazda,Mid-Sized Sedan,28-Apr-2016,6yrs 1mth 9days COE left),7920,36000,682,36208,46009,1496,1321,2015,Auto,15781,10781,88,1,53800
Honda,SUV,09-Sep-2015,5yrs 5mths 21days COE left),9050,56000,682,36932,55889,1496,1190,2015,Auto,18410,8410,96,1,53800
Kia,Mid-Sized Sedan,19-Mar-2010,5yrs  COE left),N.A,N.A,738,N.A,N.A,1591,1251,2009,Auto,11245,11245,92,3,N.A
Kia,Mid-Sized Sedan,15-Aug-2019,9yrs 4mths 27days COE left),N.A,N.A,738,N.A,28589,1591,1287,2019,Auto,14558,14558,93,1,N.A
Maserati,Luxury Sedan,30-Aug-2019,9yrs 5mths 11days COE left),33300,6099,2362,164219,40512,2979,1900,2018,Auto,108826,167887,257,1,398800
Mercedes-Benz,Luxury Sedan,11-Feb-2010,10yrs  COE left),N.A,N.A,974,N.A,N.A,1796,N.A,2009,Auto,52487,52487,150,3,N.A
Audi,Luxury Sedan,30-Jan-2015,4yrs 10mths 11days COE left),N.A,N.A,624,N.A,65001,1395,1310,2014,Auto,27182,15055,92,2,N.A
Volvo,Luxury Sedan,29-May-2012,2yrs 2mths 10days COE left),N.A,N.A,742,N.A,58001,1596,1627,2012,Auto,41016,41016,132,2,N.A
Nissan,Sports Car,12-Nov-2011,1yr 7mths 24days COE left),97050,89500,3636,76251,65589,3799,1740,2011,Auto,118937,118937,390,4,219800
BMW,Luxury Sedan,13-Aug-2019,9yrs 4mths 25days COE left),23580,7200,2384,126411,42002,2998,1835,2019,Auto,79922,115860,250,1,279800
Renault,SUV,31-Jul-2017,7yrs 4mths 12days COE left),N.A,N.A,1148,N.A,44002,1461,1421,2016,Auto,25631,12884,81,1,N.A
Honda,MPV,04-Mar-2009,3yrs 11mths 11days COE left),N.A,N.A,1076,N.A,15967,1799,1370,2008,Auto,26813,26813,103,3,N.A
Porsche,SUV,01-Jun-2018,8yrs 2mths 13days COE left),24390,22000,1194,97120,38600,1984,1845,2018,Auto,64027,87249,185,2,243800
Nissan,Van,31-Aug-2010,5yrs  COE left),4760,N.A,N.A,N.A,N.A,2953,1800,2010,Manual,28518,1426,4,N.A,23800
Toyota,MPV,27-Oct-2010,7mths 8days COE left),28620,125000,3100,31268,44001,3456,2030,2010,Auto,57183,57183,206,4,46000
Nissan,Van,13-Sep-2018,8yrs 5mths 25days COE left),N.A,N.A,N.A,N.A,30389,1461,1260,2018,Manual,21101,1056,1,N.A,N.A
Skoda,Mid-Sized Sedan,08-Aug-2019,9yrs 4mths 20days COE left),N.A,N.A,1194,N.A,39400,1984,1577,2019,Auto,26359,28903,180,1,N.A
Perodua,Hatchback,13-Sep-2010,5mths 25days COE left),N.A,N.A,70,N.A,16089,1298,N.A,2010,Auto,8162,8162,64,1,N.A
Toyota,MPV,27-Sep-2018,8yrs 6mths 8days COE left),N.A,N.A,1638,N.A,33377,2362,N.A,2008,Auto,26512,26512,125,4,N.A
BMW,Luxury Sedan,30-Sep-2013,3yrs 6mths 11days COE left),N.A,N.A,742,N.A,77304,1598,N.A,2013,Auto,34675,30545,100,3,N.A
Toyota,MPV,17-Sep-2015,5yrs 5mths 29days COE left),N.A,N.A,974,N.A,62101,1797,1350,2015,Auto,17472,17472,105,1,N.A
BMW,SUV,28-Sep-2010,10yrs  COE left),N.A,N.A,2362,N.A,N.A,2979,2070,2010,Auto,66024,66024,225,2,N.A
Mercedes-Benz,Sports Car,14-Jun-2011,1yr 2mths 26days COE left),N.A,N.A,974,N.A,56300,1796,N.A,2011,Auto,54432,54432,135,1,N.A
Toyota,MPV,07-Feb-2018,7yrs 10mths 19days COE left),N.A,N.A,N.A,N.A,47390,1797,N.A,2018,Auto,28745,22243,1,N.A,N.A
Kia,Mid-Sized Sedan,12-Nov-2010,7mths 24days COE left),N.A,N.A,238,N.A,17001,1591,N.A,2010,Auto,13136,13136,92,1,N.A
Volkswagen,Hatchback,29-Dec-2010,9mths 10days COE left),N.A,N.A,124,N.A,16089,1395,N.A,2010,Auto,22231,22231,92,2,N.A
Mitsubishi,Mid-Sized Sedan,23-Apr-2019,9yrs 1mth 4days COE left),N.A,N.A,506,N.A,26309,1193,N.A,2019,Auto,13515,5000,57,1,N.A
Toyota,Bus/Mini Bus,02-Dec-2015,5yrs 8mths 13days COE left),N.A,N.A,N.A,N.A,45890,2982,N.A,2015,Auto,38054,1903,1,N.A,N.A
Honda,MPV,27-Feb-2019,8yrs 11mths 8days COE left),9430,5900,682,46420,35310,1496,1430,2018,Auto,26967,19754,101,1,94300
Nissan,Truck,29-Dec-2015,5yrs 9mths 10days COE left),N.A,N.A,N.A,N.A,5038,2953,1780,2015,Manual,23990,1200,1,N.A,N.A
Toyota,Mid-Sized Sedan,26-Oct-2015,5yrs 7mths 7days COE left),N.A,N.A,742,N.A,56001,1598,1205,2015,Auto,19589,19589,90,1,N.A
Nissan,Truck,10-Mar-2017,6yrs 11mths 19days COE left),N.A,N.A,N.A,N.A,44176,2953,2120,2016,Manual,24942,1248,1,N.A,N.A
Nissan,Van,03-Jul-2010,5yrs  COE left),N.A,N.A,N.A,N.A,N.A,1461,1280,2010,Manual,21922,1097,2,N.A,N.A
Toyota,Truck,25-Oct-2018,8yrs 7mths 6days COE left),N.A,N.A,N.A,N.A,24824,2982,1780,2018,Manual,27082,1355,2,N.A,N.A
Aston,Sports Car,07-Jun-2018,8yrs 2mths 19days COE left),56630,6400,3922,282578,38600,3982,1760,2018,Auto,201356,334441,375,1,633000
Honda,Hatchback,11-Jul-2019,9yrs 3mths 22days COE left),6410,13000,578,31308,28589,1317,1030,2019,Auto,16226,6226,73,1,62800
Kia,Sports Car,22-Feb-2010,5yrs  COE left),N.A,N.A,738,N.A,N.A,1591,1232,2009,Auto,15754,15754,92,4,N.A
Mercedes-Benz,Luxury Sedan,24-Apr-2017,7yrs 1mth 5days COE left),17580,35000,1202,91172,48209,1991,1615,2016,Auto,57731,75916,155,2,162800
Mitsubishi,Mid-Sized Sedan,06-Mar-2008,2yrs 9mths 13days COE left),N.A,N.A,821,N.A,21349,1499,1313,2007,Auto,16509,16534,80,5,N.A
Mercedes-Benz,Luxury Sedan,23-May-2014,4yrs 2mths 4days COE left),N.A,N.A,740,N.A,72290,1595,1430,2014,Auto,27880,21032,115,4,N.A
Mercedes-Benz,Sports Car,12-May-2011,1yr 1mth 23days COE left),N.A,N.A,3164,N.A,56001,3498,1670,2010,Auto,66512,66512,215,1,N.A
Toyota,MPV,10-Feb-2010,10yrs  COE left),N.A,N.A,1638,N.A,N.A,2362,N.A,2362,Auto,44006,44006,125,1,N.A
Daihatsu,SUV,29-Jan-2008,2yrs 9mths 13days COE left),7820,112000,818,11909,21349,1495,1200,2007,Auto,17239,18963,77,1,21800
BMW,SUV,24-Jun-2019,9yrs 3mths 5days COE left),11760,10800,684,64802,35906,1499,1430,2019,Auto,35726,42017,103,1,130000
Nissan,Mid-Sized Sedan,02-Jan-2010,4yrs 9mths 14days COE left),5780,N.A,684,15519,16184,1498,1130,2009,Auto,18921,18921,80,3,27700
Lamborghini,Sports Car,04-May-2017,7yrs 1mth 15days COE left),68060,6100,5834,328186,54616,5204,1617,2017,Auto,229816,385669,426,2,678000
Honda,Mid-Sized Sedan,19-Nov-2008,3yrs 8mths  COE left),N.A,N.A,1174,N.A,16061,1799,1240,2008,Auto,20775,20775,103,2,N.A
Fiat,Van,24-Feb-2011,11mths 5days COE left),N.A,N.A,N.A,N.A,31202,1598,1500,2010,Manual,19449,973,2,N.A,N.A
Honda,Stationwagon,16-Jun-2016,6yrs 2mths 28days COE left),N.A,N.A,682,N.A,53694,1496,1130,2015,Auto,16579,6579,97,1,N.A
Peugeot,Van,06-Feb-2020,9yrs 10mths 18days COE left),6270,N.A,N.A,24141,24402,1499,1520,2019,Auto,22391,1120,1,N.A,61988
Peugeot,Van,22-Dec-2014,4yrs 9mths 3days COE left),N.A,N.A,N.A,N.A,61000,1560,1460,2014,Auto,18934,947,1,N.A,N.A
Toyota,MPV,11-Jan-2010,9yrs 9mths 23days COE left),6720,122700,974,38760,39463,1797,1340,2009,Auto,22075,22075,106,2,66000
Mercedes-Benz,Luxury Sedan,31-Mar-2017,7yrs 12days COE left),18130,41929,1202,90001,52807,1991,1605,2016,Auto,54702,70464,135,1,162800
Mercedes-Benz,Luxury Sedan,31-Aug-2015,5yrs 5mths 12days COE left),12590,70730,740,51706,58700,1595,1430,2015,Auto,28034,26248,90,2,81800
BMW,Luxury Sedan,14-Mar-2011,11mths 23days COE left),N.A,N.A,1796,N.A,61894,2497,1650,2011,Auto,40648,40648,150,1,N.A
Honda,SUV,17-Aug-2010,5yrs  COE left),8760,139000,1210,N.A,N.A,1997,1540,2010,Auto,31027,31027,110,2,43800
Mitsubishi,Mid-Sized Sedan,11-Feb-2010,4yrs 10mths 23days COE left),6480,109000,684,16202,16519,1499,1313,2009,Auto,17827,17827,80,2,31800
Volkswagen,Sports Car,09-Mar-2010,5yrs  COE left),N.A,N.A,620,N.A,N.A,1390,1285,2009,Auto,23912,23912,118,3,N.A
Toyota,SUV,16-Nov-2018,8yrs 7mths 28days COE left),19520,22000,710,38744,14301,1998,1695,2018,Auto,30806,35129,170,1,186800
Hyundai,Mid-Sized Sedan,06-Jan-2012,1yr 9mths 18days COE left),N.A,N.A,738,N.A,55997,1591,1267,2011,Auto,14579,14579,95,2,N.A
Mercedes-Benz,Sports Car,18-Jul-2011,1yr 3mths 29days COE left),N.A,N.A,6236,N.A,62000,5461,1870,2011,Auto,134285,134285,386,5,N.A
Toyota,MPV,14-Aug-2008,8yrs 4mths 26days COE left),7590,149000,1966,29431,34991,2362,1750,2008,Auto,29419,29419,125,3,63800
Toyota,Mid-Sized Sedan,29-Jun-2018,8yrs 3mths 10days COE left),N.A,N.A,742,N.A,36426,1598,1230,2017,Auto,19741,19741,96,1,N.A
Mercedes-Benz,Luxury Sedan,16-Mar-2017,6yrs 11mths 25days COE left),N.A,N.A,2382,N.A,46229,2996,1940,2016,Auto,90290,134522,200,1,N.A
Mitsubishi,SUV,10-Aug-2016,6yrs 4mths 22days COE left),8350,59000,1210,50382,57508,1998,1355,2016,Auto,18124,18124,110,2,62500
Toyota,MPV,27-Mar-2018,8yrs 8days COE left),N.A,N.A,682,N.A,38000,1496,1350,2017,Auto,18973,18973,79,2,N.A
Mercedes-Benz,Sports Car,15-Jul-2010,10yrs  COE left),8380,75000,974,N.A,N.A,1796,1415,2009,Auto,50338,50338,135,3,83800
Volkswagen,Mid-Sized Sedan,13-Jan-2012,1yr 9mths 25days COE left),N.A,N.A,620,N.A,48006,1390,1417,2011,Auto,18825,18825,90,3,N.A
Mercedes-Benz,Luxury Sedan,27-Jul-2016,6yrs 4mths 8days COE left),13760,62860,740,57375,47000,1595,1425,2016,Auto,35465,36651,115,1,105800
Nissan,SUV,19-Feb-2016,5yrs 11mths  COE left),8620,72559,508,40492,51301,1197,1285,2015,Auto,18454,13454,85,1,57800
Mercedes-Benz,Hatchback,28-Jun-2013,3yrs 3mths 9days COE left),12160,N.A,740,39790,67301,1595,1425,2012,Auto,28777,27288,115,1,53500
Volkswagen,Hatchback,26-Jan-2016,5yrs 10mths 7days COE left),8520,60000,624,36932,51301,1395,1249,2015,Auto,19158,9158,90,2,54500
Volkswagen,Van,23-Jan-2018,7yrs 10mths 4days COE left),N.A,N.A,N.A,N.A,40101,1968,1780,2017,Auto,29975,1499,1,N.A,N.A
Mercedes-Benz,Luxury Sedan,27-Apr-2010,10yrs  COE left),N.A,N.A,2382,N.A,N.A,2997,1850,2010,Auto,89962,89962,170,1,N.A
Subaru,Mid-Sized Sedan,27-Apr-2017,7yrs 1mth 8days COE left),N.A,N.A,744,N.A,50789,1600,1449,2017,Auto,13454,13454,84,1,N.A
BMW,Luxury Sedan,04-Sep-2014,4yrs 5mths 16days COE left),13260,N.A,1210,68389,72990,1997,1615,2013,Auto,45810,51134,135,2,84800
Honda,Hatchback,24-Apr-2008,8yrs 1mth 5days COE left),5980,150000,818,31326,38655,1496,1080,2007,Auto,16550,16550,88,3,48500
Toyota,Mid-Sized Sedan,16-Feb-2015,4yrs 10mths 28days COE left),N.A,N.A,742,N.A,62002,1598,1205,2015,Auto,19589,14589,90,1,N.A
Audi,Sports Car,29-Jul-2015,5yrs 4mths 10days COE left),13500,80000,624,54535,55889,1395,1440,2014,Auto,36242,32739,92,1,88800
Toyota,MPV,14-Jan-2010,4yrs 9mths 26days COE left),8240,102986,1198,19051,19732,1987,1380,2009,Auto,22003,22003,106,3,39800
Toyota,Truck,08-Dec-2015,5yrs 8mths 19days COE left),7470,11064,N.A,22034,38480,2982,1800,2015,Manual,30185,1510,1,N.A,42800
Toyota,Mid-Sized Sedan,29-Sep-2006,1yr 3mths 12days COE left),8410,186500,958,5969,23227,1497,1020,2006,Auto,12347,13582,80,1,10800
Hyundai,SUV,04-Feb-2010,4yrs 10mths 16days COE left),7270,129000,1210,18598,19036,1998,1403,2009,Auto,21059,21059,122,4,35500
Mercedes-Benz,Luxury Sedan,04-Jul-2014,4yrs 3mths 15days COE left),N.A,N.A,740,N.A,65689,1595,1430,2014,Auto,27461,20446,90,1,N.A
Toyota,MPV,19-Mar-2010,10yrs  COE left),N.A,N.A,N.A,N.A,N.A,2362,1970,2010,Auto,45951,27571,110,1,N.A
Mercedes-Benz,Hatchback,11-Mar-2016,5yrs 11mths 20days COE left),N.A,N.A,740,N.A,56001,1595,1425,2015,Auto,26023,23433,90,1,N.A
Toyota,MPV,28-Sep-2015,5yrs 6mths 9days COE left),N.A,N.A,976,N.A,61010,1798,1360,2015,Auto,23454,24836,105,2,N.A
Land,SUV,24-Jul-2017,7yrs 4mths 5days COE left),15330,48900,1912,74448,50001,1999,1846,2017,Auto,41613,50259,110,1,137800
Mazda,Luxury Sedan,04-May-2015,5yrs 1mth 15days COE left),N.A,N.A,1210,N.A,70890,1998,1438,2014,Auto,16916,6916,114,N.A,N.A
BMW,Luxury Sedan,15-Mar-2010,5yrs  COE left),N.A,N.A,1208,N.A,N.A,1995,1390,2009,Auto,29516,29516,100,4,N.A
Honda,MPV,10-Feb-2010,9yrs 10mths 22days COE left),5530,130000,978,37706,38071,1799,1350,2008,Auto,21643,21643,103,2,54800
Honda,SUV,15-Nov-2007,2yrs 7mths 27days COE left),N.A,N.A,2116,N.A,25084,2354,1480,2007,Auto,24681,27150,125,2,N.A
MINI,Sports Car,11-Mar-2010,10yrs  COE left),5850,108000,742,N.A,N.A,1598,1155,2010,Auto,29777,29777,128,6,58500
Honda,MPV,07-Dec-2016,6yrs 8mths 18days COE left),12050,68978,1630,66013,56206,2356,1855,2016,Auto,32594,37632,129,1,99800
Mercedes-Benz,Sports Car,28-Feb-2017,6yrs 11mths 9days COE left),N.A,N.A,740,N.A,46229,1595,1615,2016,Auto,47031,57844,115,2,N.A
Suzuki,Hatchback,19-May-2010,5yrs  COE left),N.A,N.A,736,N.A,N.A,1586,1205,2010,Auto,14959,14959,82,2,N.A
Toyota,Van,29-Aug-2017,7yrs 5mths 10days COE left),N.A,N.A,N.A,N.A,30023,1997,1760,2016,Manual,26116,1306,1,N.A,N.A
Mazda,Mid-Sized Sedan,21-Feb-2018,7yrs 11mths 2days COE left),7520,35000,682,44750,42900,1496,1310,2017,Auto,14299,14299,88,2,66800
Nissan,Van,30-Apr-2015,5yrs 1mth 11days COE left),N.A,N.A,N.A,N.A,38025,1461,1320,2015,Manual,20122,1007,2,N.A,N.A
Hino,Truck,19-Nov-2015,5yrs 8mths  COE left),8070,N.A,N.A,2688,4738,4009,2480,2015,Manual,29459,1473,1,N.A,45800
Volkswagen,Mid-Sized Sedan,30-Apr-2013,3yrs 1mth 11days COE left),N.A,N.A,620,N.A,62497,1390,1417,2012,Auto,24096,15735,118,1,N.A
Kia,Mid-Sized Sedan,22-Nov-2017,7yrs 8mths 3days COE left),N.A,N.A,738,N.A,41617,1591,1295,2017,Auto,12801,12801,95,1,N.A
Lexus,Luxury Sedan,01-Nov-2018,8yrs 7mths 13days COE left),N.A,N.A,1784,N.A,31000,2487,1620,2018,Auto,39999,47999,152,1,N.A
Mitsubishi,SUV,23-Jan-2015,4yrs 10mths 4days COE left),N.A,N.A,1636,N.A,73900,2360,1520,2014,Auto,17450,17450,123,1,N.A
Toyota,SUV,27-Dec-2017,7yrs 9mths 8days COE left),N.A.,38000,974,40309,47002,1797,1440,2017,Auto,27479,5000,90,1,N.A
Nissan,Mid-Sized Sedan,30-Mar-2011,1yr 11days COE left),N.A,N.A,684,N.A,37124,1498,1175,2010,Auto,18378,18378,80,3,N.A
Volkswagen,MPV,20-Apr-2011,1yr 1mth 1day COE left),N.A,N.A,620,N.A,46129,1390,1536,2011,Auto,19615,19615,103,3,N.A
Kia,Mid-Sized Sedan,29-Jun-2009,9yrs 1mth 12days COE left),N.A,N.A,812,N.A,26175,1591,1251,2009,Auto,14114,14114,92,3,N.A
Honda,Mid-Sized Sedan,19-Oct-2018,8yrs 7mths  COE left),7610,26000,242,28562,14997,1597,1249,2018,Auto,20645,20903,92,1,75800
Renault,Hatchback,21-Jan-2015,4yrs 10mths 2days COE left),8150,93000,1148,35492,66010,1461,1213,2014,Auto,19270,5000,66,1,42000
Mercedes-Benz,Luxury Sedan,26-Jul-2018,8yrs 4mths 7days COE left),N.A,N.A,740,N.A,37989,1595,1425,2018,Auto,37480,44472,115,1,N.A
Citroen,MPV,12-Oct-2011,1yr 6mths 23days COE left),N.A,N.A,742,N.A,51000,1598,1620,2011,Auto,24088,24088,115,2,N.A
Subaru,SUV,14-Sep-2013,3yrs 5mths 26days COE left),N.A,N.A,1210,N.A,79223,1998,1635,2013,Auto,20223,20313,177,2,N.A
Audi,Luxury Sedan,31-Mar-2010,10yrs  COE left),N.A,N.A,976,N.A,N.A,1798,1450,2009,Auto,38230,38230,118,3,N.A
Kia,Mid-Sized Sedan,15-Apr-2010,5yrs  COE left),5960,115245,738,N.A,N.A,1591,1251,2010,Auto,14448,14448,92,4,29800
Porsche,Sports Car,15-Sep-2011,1yr 5mths 27days COE left),N.A,N.A,2260,N.A,74490,2893,1440,2011,Auto,68680,68680,188,3,N.A
Volkswagen,Hatchback,08-Jan-2016,5yrs 9mths 20days COE left),8810,45000,624,33092,45002,1395,1249,2014,Auto,19256,9256,90,2,55800
BMW,SUV,24-Apr-2015,5yrs 1mth 5days COE left),N.A,N.A,1210,N.A,76612,1997,1735,2014,Auto,43000,52200,135,1,N.A
Volkswagen,Luxury Sedan,30-May-2019,9yrs 2mths 11days COE left),N.A,N.A,976,N.A,48010,1798,1480,2019,Auto,30929,35301,132,1,N.A
Toyota,Hatchback,06-Jun-2017,7yrs 2mths 18days COE left),N.A,N.A,N.A,N.A,55000,1798,1375,2016,Auto,37869,15017,90,1,N.A
Honda,SUV,N.A.,NA,N.A.,N.A,N.A,N.A,10,1496,N.A,N.A,$29,224,N.A,N.A,N.A,N.A,89800
Toyota,Mid-Sized Sedan,13-Feb-2009,8yrs 2mths 13days COE left),4810,190000,750,31349,38192,1496,1130,2008,Auto,15712,15712,81,2,39500
Volkswagen,Luxury Sedan,31-Jan-2019,8yrs 10mths 12days COE left),N.A,N.A,976,N.A,33689,1798,1480,2018,Auto,32113,36959,132,1,N.A
Toyota,MPV,N.A.,NA,N.A.,N.A,1792,N.A,10,2493,1940,N.A,$36,519,134,N.A,N.A,N.A,158800
Mazda,Mid-Sized Sedan,15-Aug-2016,6yrs 4mths 27days COE left),7880,57680,682,44567,52503,1496,1321,2016,Auto,19544,14544,88,1,57800
Mercedes-Benz,Luxury Sedan,14-Jan-2019,8yrs 9mths 26days COE left),12170,14500,740,45462,25920,1595,1480,2018,Auto,27213,30099,90,2,122488
Fiat,Van,16-Nov-2010,7mths 28days COE left),N.A,N.A,N.A,N.A,30002,1598,1500,2010,Manual,19585,980,2,N.A,N.A
Kia,Sports Car,30-Apr-2010,5yrs  COE left),5710,N.A,738,N.A,N.A,1591,1232,2010,Auto,15332,15332,92,3,28555
Ford,Hatchback,17-Dec-2010,8mths 28days COE left),N.A,N.A,620,N.A,47604,1388,1101,2010,Auto,12896,12896,71,2,N.A
Honda,Mid-Sized Sedan,07-Jun-2018,8yrs 2mths 19days COE left),10510,22200,684,53466,38501,1498,1324,2018,Auto,26476,29067,127,1,101000
Honda,Stationwagon,16-Mar-2006,11mths 25days COE left),N.A,N.A,955,N.A,24771,1496,1180,2005,Auto,18818,20700,81,3,N.A
Hyundai,Luxury Sedan,30-Jun-2010,5yrs  COE left),N.A,N.A,1210,N.A,N.A,1998,1490,2010,Auto,19399,19399,121,2,N.A
Mercedes-Benz,Sports Car,20-Oct-2016,6yrs 7mths 1day COE left),17300,17800,740,82144,56500,1595,1615,2016,Auto,48476,59867,115,2,144000
Nissan,Van,09-Feb-2010,4yrs 10mths 21days COE left),4450,N.A,N.A,11937,12184,2953,1800,2009,Manual,28515,1426,1,N.A,21800
Toyota,Luxury Sedan,26-Sep-2008,8yrs 6mths 7days COE left),N.A,N.A,1966,N.A,33377,2362,1540,2008,Auto,27261,27261,123,2,N.A
Volkswagen,SUV,17-Apr-2012,2yrs 29days COE left),N.A,N.A,N.A,N.A,77000,2995,2315,2012,Auto,79491,47695,245,2,N.A
Alfa,Stationwagon,08-Sep-2010,5yrs  COE left),N.A,N.A,1446,N.A,N.A,2198,1540,2010,Auto,24564,24564,136,3,N.A
Audi,Sports Car,30-Jul-2010,4mths 11days COE left),N.A,N.A,1194,N.A,41000,1984,1315,2010,Auto,52880,52880,147,2,N.A
Nissan,SUV,09-Jul-2016,6yrs 3mths 20days COE left),N.A,N.A,508,N.A,55200,1197,1285,2016,Auto,18974,13974,85,1,N.A
Toyota,MPV,01-Mar-2017,6yrs 11mths 10days COE left),13520,26000,1638,68169,51000,2362,1790,2016,Auto,36863,43609,125,1,115800
Honda,MPV,28-Apr-2017,7yrs 1mth 9days COE left),11180,25000,682,61648,54406,1496,1700,2015,Auto,27574,30604,110,1,94800
Hyundai,Stationwagon,16-Mar-2010,5yrs  COE left),N.A,N.A,738,N.A,N.A,1591,1360,2009,Auto,14451,14451,89,2,N.A
Kia,SUV,17-Dec-2015,5yrs 8mths 28days COE left),N.A,N.A,1634,N.A,60001,2359,1785,2015,Auto,33428,38800,138,2,N.A
